timestep,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,torque_7,torque_8,torque_9
1490,0.7730116844177246,0.6343917846679688,1.0,0.0,-0.0456080436706543,0.08341237902641296,-0.023899687454104424,-0.045759811997413635,-0.10755299776792526,0.00803553406149149,-0.18288388848304749,-0.03790241479873657,0.018388552591204643,0.2002810686826706,-0.021696392446756363,0.027254123240709305,0.026545532047748566,0.011076061055064201,0.015101763419806957,-0.057721059769392014,-0.10205067694187164,0.05318543314933777,0.001817151322029531,-0.03827933222055435,-0.29077693819999695,0.7319671511650085,0.4837285578250885,-0.16269910335540771,-0.12530414760112762,1.4704103469848633,-0.9410498738288879,0.7263414859771729,-0.03646460175514221,0.5402722358703613,-0.19148296117782593,0.4532678425312042,0.01341409981250763,0.04599454626441002,-0.014452094212174416,0.008527185767889023,0.11208154261112213,0.8624053001403809,2.345034599304199,-0.12004167586565018,0.2424774169921875,1.8871678113937378,-0.5858197212219238,1.827420711517334,0.48856186866760254,-0.7575457096099854,1.7765597105026245,0.15018628537654877,-0.04904615879058838,-0.02180304192006588,-0.08032416552305222,-0.04900847747921944,-0.1788787692785263,0.050002411007881165,0.020063094794750214,0.20559844374656677,0.02768370881676674,0.4455575942993164,1.2864118814468384,0.26121217012405396,2.0518016815185547,-0.5265704989433289,0.99974524974823,1.4253789186477661,-0.9345585703849792,-8.268595695495605,6.1466965675354,2.636169910430908,7.37455940246582,-1.7910128831863403,1.743844985961914,3.187206268310547,-0.9562326669692993,0.32091808319091797,-0.3415062427520752,-1.852783203125,20.351879119873047
1500,0.8314708471298218,0.5555683970451355,1.0,0.0,-0.04545903205871582,0.0852060541510582,0.0005412306636571884,-0.004360035061836243,-0.08274612575769424,-0.01833605021238327,-0.13600191473960876,-0.020970650017261505,0.006695359945297241,0.15654920041561127,-0.052451230585575104,0.005754529964178801,0.03665280342102051,-0.022957926616072655,0.08080847561359406,-0.07235690951347351,-0.03332149237394333,0.07386081665754318,-0.001981445588171482,-0.12251704931259155,-0.2993090748786926,0.6790980696678162,1.8064087629318237,-0.7576626539230347,0.26130691170692444,1.3038427829742432,-0.8569728136062622,0.7219097018241882,-0.017166227102279663,0.09109912067651749,0.22068358957767487,0.9574387073516846,-0.23537974059581757,-0.14452439546585083,0.025228746235370636,-0.012294283136725426,0.08288887143135071,0.385689377784729,3.1636364459991455,-0.6684858798980713,0.48149144649505615,1.03766667842865,-0.44386476278305054,1.2009787559509277,0.8598409295082092,-0.8100177049636841,1.5898476839065552,0.1458682268857956,-0.035838738083839417,-0.02208009362220764,-0.047376714646816254,-0.05714677274227142,-0.1697404831647873,0.05000285059213638,0.023394759744405746,0.1300172209739685,0.03365650027990341,-0.5560332536697388,1.8337736129760742,-0.05640195310115814,3.07141375541687,-0.7391878962516785,0.8824321627616882,-0.016011182218790054,0.8653085231781006,-7.394014835357666,6.125509262084961,-0.3340325355529785,10.771631240844727,-2.624842405319214,0.3877420425415039,4.04503059387207,0.8911685943603516,5.456766605377197,1.1740057468414307,-1.357229232788086,20.142160415649414
1510,0.8819220066070557,0.4713954031467438,1.0,0.0,-0.04574751853942871,0.0862443596124649,0.05596082657575607,-0.06104542315006256,0.049508340656757355,-0.035322681069374084,-0.10436294972896576,0.044008687138557434,-0.02229945734143257,0.11090771108865738,0.05252513289451599,-0.048147447407245636,0.1396564245223999,-0.06341895461082458,0.2268422544002533,-0.046254564076662064,0.013828417286276817,0.037503764033317566,-0.04330284148454666,-0.3403666615486145,-0.32408416271209717,0.12564976513385773,4.050835609436035,-1.7755842208862305,0.8971236944198608,0.6558419466018677,-0.3249446451663971,-0.3491758108139038,-0.07985149323940277,-1.0059000253677368,0.18689578771591187,1.5441575050354004,-0.12961584329605103,0.033440396189689636,0.053017668426036835,0.026563653722405434,0.06178862228989601,-0.09062100946903229,2.2377748489379883,-0.9611406922340393,0.5684242248535156,1.1189513206481934,0.048377200961112976,-0.1223507970571518,0.005909271538257599,-0.6997398734092712,1.1053873300552368,0.13383148610591888,-0.017159530892968178,-0.029258329421281815,-0.00985259935259819,-0.06705712527036667,-0.15751633048057556,0.05000166967511177,0.023081013932824135,0.06942162662744522,0.03757590427994728,-1.3337517976760864,1.9206801652908325,-0.7403509020805359,3.501601457595825,-0.9020906686782837,1.5576436519622803,-0.002852904610335827,-0.07782810181379318,-5.982780933380127,6.122731685638428,-4.2260284423828125,6.7999982833862305,-1.9112279415130615,-1.4525156021118164,4.611738204956055,4.852895736694336,-0.46686235070228577,0.676856279373169,-0.21762657165527344,19.64932632446289
1520,0.9238802194595337,0.38268178701400757,1.0,0.0,-0.04707789421081543,0.04315152019262314,0.07114032655954361,-0.0642450600862503,0.032982341945171356,0.016316043213009834,-0.0805547684431076,0.022389020770788193,-0.002240285277366638,0.07124851644039154,0.06460170447826385,-0.0341259129345417,0.04489516839385033,-0.0859379768371582,0.10144492983818054,-0.009622693061828613,0.10318484902381897,0.02220785804092884,-0.053723499178886414,-0.107451431453228,0.31665855646133423,-0.4512212574481964,2.903456211090088,-1.6887552738189697,0.3491370677947998,0.1516168713569641,0.3371020257472992,-2.5755605697631836,-0.3419654965400696,-1.3940116167068481,-0.8104425668716431,0.6820765137672424,-0.3711104393005371,0.5202372074127197,0.04481647163629532,0.01385595090687275,0.060556188225746155,-0.4822905659675598,0.3540136218070984,-0.8998813033103943,0.08091586828231812,0.9810487627983093,0.4258307218551636,-1.536568284034729,-0.6747281551361084,-0.5895211696624756,-0.43358415365219116,0.11946813017129898,-0.006561977788805962,-0.04057352617383003,0.012228625826537609,-0.07696987688541412,-0.13756898045539856,0.04165992513298988,0.010720017366111279,0.022085322067141533,0.03619341924786568,-1.6767319440841675,0.690036952495575,-1.0479832887649536,1.9321883916854858,-1.0784778594970703,2.333540439605713,-1.1087225675582886,-1.183732509613037,-4.753556728363037,6.109269618988037,-8.139449119567871,1.6405339241027832,-0.8071208000183105,-3.9619829654693604,4.902287483215332,6.896483421325684,-3.9882450103759766,0.5173709392547607,-0.05749225616455078,18.063724517822266
1530,0.9569409489631653,0.2902826964855194,1.0,0.0,-0.048492431640625,0.04899170249700546,0.00885606836527586,-0.10756240785121918,-0.060217808932065964,-0.018922843039035797,-0.09226740151643753,0.017245296388864517,-0.01199064776301384,0.049070920795202255,0.02120986208319664,-0.054024484008550644,-0.039235081523656845,-0.03554438427090645,-0.11562854051589966,-0.30694153904914856,0.06789024919271469,-0.056853391230106354,0.05642902851104736,0.0026788823306560516,-0.07946784794330597,-0.42513811588287354,1.07052481174469,-0.8423584699630737,-0.6643043160438538,-0.5310900211334229,0.29605603218078613,-4.302329063415527,-0.6912038922309875,-1.0829694271087646,-2.515244245529175,-0.7894433736801147,-0.028234854340553284,0.06608372926712036,0.05239051207900047,-0.016726678237318993,0.121353380382061,-0.49892497062683105,-1.0598976612091064,-0.27799421548843384,-0.47187840938568115,0.26764675974845886,0.3100926876068115,-1.687844157218933,-1.0586442947387695,-0.44532352685928345,-1.7526754140853882,0.10590962320566177,-0.007398234214633703,-0.04736776277422905,0.015125175938010216,-0.08678597956895828,-0.1272062361240387,0.03931131586432457,0.009264862164855003,0.01848335936665535,0.07887640595436096,-1.4418636560440063,-0.6479436159133911,-0.5800403952598572,0.10306701064109802,-0.8221457004547119,1.2551668882369995,-0.3662828803062439,0.4352388083934784,-0.5839503407478333,4.206200122833252,-8.951478958129883,0.8236089944839478,-0.3184385299682617,-3.6865756511688232,3.781303644180298,8.774247169494629,-7.203629016876221,-5.154236316680908,-7.436282157897949,-14.578544616699219
1540,0.9807853698730469,0.1950899064540863,1.0,0.0,-0.04819512367248535,0.049459248781204224,-0.0021322984248399734,-0.0815044566988945,-0.04243145510554314,-0.043594881892204285,-0.08782031387090683,-0.017886478453874588,0.009714677929878235,0.025624848902225494,0.07846923172473907,-0.017702890560030937,-0.09231624752283096,0.03518717736005783,0.04425559192895889,-0.10176161676645279,0.13791611790657043,-0.1363394558429718,-0.06115695834159851,-0.21107132732868195,0.13695140182971954,-0.43313971161842346,0.06315731257200241,-0.40769097208976746,-0.8816043734550476,0.1594439446926117,0.3993918299674988,-3.5093016624450684,-0.21976548433303833,-0.8459272980690002,-3.7299673557281494,-1.6525754928588867,-0.08149419724941254,-0.1847173422574997,-0.012001976370811462,0.006134199909865856,0.0812016949057579,-0.10508541762828827,-2.1324045658111572,0.2471909523010254,-0.994013249874115,-0.046286098659038544,-0.17484253644943237,-0.5988901257514954,-0.9350225329399109,-0.026899801567196846,-2.213512659072876,0.09606096148490906,-0.019103216007351875,-0.04704281687736511,-0.00029407290276139975,-0.09776464104652405,-0.12013992667198181,0.030376268550753593,0.011123853735625744,0.022824231535196304,0.09421741217374802,-0.6472365260124207,-1.3222355842590332,0.271639883518219,2.487701892852783,-1.6254260540008545,-0.14767752587795258,-1.1059035062789917,0.6163891553878784,1.8000458478927612,-0.15481579303741455,-3.8270492553710938,-1.8345880508422852,1.3339879512786865,-16.960113525390625,30.03694725036621,7.642550468444824,-2.4758381843566895,-7.251387596130371,-10.18132495880127,4.341475486755371
1550,0.9951847791671753,0.09801643341779709,1.0,0.0,-0.04744672775268555,0.07075691968202591,-0.03308247774839401,-0.07172413170337677,-0.04692848026752472,0.030393492430448532,-0.06223148852586746,-0.0379791185259819,0.0074184974655508995,0.06312297284603119,0.050864990800619125,0.029323287308216095,-0.05297181010246277,0.00331507227383554,0.001687091775238514,0.0014102186542004347,-0.007155382074415684,-0.0673021674156189,0.07821051776409149,0.20427536964416504,0.30412358045578003,0.09495367109775543,-1.576706886291504,0.7850366234779358,-0.7725850939750671,1.1063604354858398,-0.18582120537757874,-0.8824723958969116,0.9630655646324158,1.2972127199172974,-3.8752174377441406,-1.1370967626571655,0.13585202395915985,0.04093165695667267,0.03154792636632919,-0.018946455791592598,0.08898398280143738,0.7274294495582581,-1.995732307434082,1.0074821710586548,-0.8559232354164124,1.0825804471969604,-0.8759819269180298,0.9298611283302307,-0.020565621554851532,1.4844721555709839,-0.754697859287262,0.1065387949347496,-0.023850344121456146,-0.04524311423301697,0.002346118912100792,-0.10856560617685318,-0.13057871162891388,0.02903079427778721,0.011526163667440414,0.07129165530204773,0.08295778185129166,1.6927484273910522,-0.11732375621795654,0.08001606166362762,-0.7830928564071655,-1.0179286003112793,-1.1093634366989136,0.2673943042755127,-0.06937314569950104,4.824270248413086,-0.738481342792511,-1.8759469985961914,-8.531310081481934,5.1973395347595215,-11.134092330932617,5.159507751464844,-0.3855621814727783,2.168640375137329,-0.7005730867385864,0.8405494689941406,0.8738789558410645
1560,1.0,-3.5774640139152325e-08,1.0,0.0,-0.046643733978271484,0.042715780436992645,-0.03276165574789047,-0.06609752774238586,-0.012204691767692566,-0.03862291947007179,-0.13764944672584534,-0.006815996486693621,0.03731706738471985,0.1613742709159851,0.012383266352117062,0.0032272804528474808,-0.06212419271469116,-0.0020442111417651176,-0.023483537137508392,-0.04392680153250694,-0.16758406162261963,0.01075007300823927,0.0071116117760539055,0.49299854040145874,0.28563863039016724,0.7364050149917603,-2.1192965507507324,0.9286765456199646,-0.4918857514858246,1.7428115606307983,-1.3267247676849365,0.9382744431495667,-0.08231310546398163,2.883302688598633,-2.1334595680236816,-0.5049179792404175,0.4830392301082611,-0.2490997016429901,-0.005652633495628834,-0.008753025904297829,0.09025059640407562,1.020574927330017,-1.6402751207351685,0.7727257609367371,-0.8290159702301025,0.38885602355003357,-1.460908055305481,1.4219701290130615,0.04801587015390396,1.0412570238113403,0.1780368834733963,0.12499520182609558,-0.022550970315933228,-0.044683247804641724,-0.014214331284165382,-0.11129479855298996,-0.14632882177829742,0.03598521277308464,0.012498096562922001,0.11420596390962601,0.07717134058475494,1.71152663230896,0.23529188334941864,0.06406312435865402,-1.7405428886413574,-0.2887079119682312,-1.7976101636886597,0.9015477299690247,0.015677031129598618,4.046334266662598,-3.540081262588501,-0.25753211975097656,-9.086706161499023,4.757453918457031,-6.863224983215332,2.365506172180176,-3.064650535583496,2.2347989082336426,-0.7399051189422607,-0.8701114654541016,-1.2498352527618408
1570,0.9951847195625305,-0.09801745414733887,1.0,0.0,-0.04636192321777344,0.07645705342292786,-0.014875360764563084,-0.06638355553150177,-0.01590987667441368,-0.03862183913588524,-0.1419687271118164,-0.02523033693432808,-0.014332224614918232,0.2983814775943756,0.03775164484977722,0.04009551554918289,-0.025674967095255852,0.006970829330384731,-0.06475703418254852,-0.02845649980008602,-0.10809525102376938,0.04412692412734032,-0.04341705143451691,0.348932683467865,0.2781693637371063,0.7637082934379578,-1.7715625762939453,1.1741212606430054,-0.5344439744949341,2.1312317848205566,-1.278156042098999,0.9539724588394165,-0.7026861906051636,2.508624792098999,-0.7232081294059753,-0.2473251223564148,0.49259111285209656,0.008846679702401161,0.021307390183210373,-0.011763178743422031,0.10580272227525711,1.0978111028671265,-1.8725299835205078,0.7998374104499817,-1.0507887601852417,0.18394890427589417,-1.217569351196289,1.2684001922607422,0.024279214441776276,0.5886909365653992,0.11401590704917908,0.14514201879501343,-0.01981992833316326,-0.04458814486861229,-0.038739413022994995,-0.1084972396492958,-0.16035594046115875,0.04579554870724678,0.013297207653522491,0.12876161932945251,0.08274253457784653,1.9001199007034302,0.27778542041778564,-0.10720086097717285,-2.465798854827881,0.235385924577713,-1.6191930770874023,1.0651443004608154,0.09436050057411194,1.6055107116699219,-6.01341438293457,1.147575855255127,-9.542134284973145,4.757925033569336,-5.457100868225098,0.47228527069091797,-3.678394317626953,2.184199094772339,-0.3916354179382324,-0.22028493881225586,-4.292329788208008
1580,0.9807849526405334,-0.1950918287038803,1.0,0.0,-0.046187400817871094,0.12099583446979523,-0.05691163241863251,-0.012363195419311523,-0.04053184390068054,-0.0603267066180706,-0.20059874653816223,0.05637387931346893,-0.005998710636049509,0.311361700296402,0.011503247544169426,0.07292582839727402,-0.005416916683316231,0.0034264298155903816,-0.055339016020298004,-0.0004769563674926758,-0.131607323884964,0.04417114704847336,-0.009535870514810085,0.2362431287765503,0.2870621681213379,0.9738114476203918,-2.127397298812866,1.0605244636535645,-0.6084795594215393,2.2879064083099365,-1.3401153087615967,0.7752741575241089,-0.37436190247535706,2.1806225776672363,-0.517666757106781,-0.159059539437294,0.3370720446109772,-0.10825799405574799,0.011088956147432327,-0.022567003965377808,0.09138911217451096,1.4471029043197632,-1.6451154947280884,0.4499813914299011,-1.2707817554473877,0.5326278209686279,-0.9068801403045654,0.8437479734420776,0.14947855472564697,0.1861075460910797,0.04829701781272888,0.1715342104434967,-0.018909087404608727,-0.045193903148174286,-0.06991477310657501,-0.10362400859594345,-0.1669592410326004,0.050002072006464005,0.012356741353869438,0.1209883838891983,0.09795261174440384,2.720517873764038,-0.08370359987020493,-0.23548345267772675,-3.060953378677368,0.4059337377548218,-0.6440975666046143,0.0033515358809381723,0.11460138857364655,-0.17497242987155914,-6.026485919952393,1.8739910125732422,-7.873380661010742,3.941100835800171,-4.449505805969238,0.36695051193237305,-2.84162974357605,3.6128509044647217,-0.05821654200553894,0.46179676055908203,-6.2279791831970215
1590,0.9569398164749146,-0.29028642177581787,1.0,0.0,-0.0459294319152832,0.10259973257780075,-0.031736377626657486,-0.021331241354346275,-0.06323142349720001,-0.029302870854735374,-0.16898201406002045,0.017686065286397934,-0.01744060404598713,0.33989599347114563,0.012829827144742012,0.0623944029211998,-0.03032219037413597,-0.0009108255617320538,-0.08391473442316055,-0.010060648433864117,-0.09624600410461426,0.018312830477952957,-0.010533261112868786,0.12930820882320404,0.28752923011779785,1.071111798286438,-2.4748313426971436,1.0908691883087158,-0.6977044939994812,2.712578773498535,-1.309497356414795,0.5447635650634766,-0.03989166021347046,1.9379565715789795,-0.5988454222679138,-0.3144281506538391,0.12085593491792679,0.03871895372867584,0.008607817813754082,0.021521419286727905,0.11671962589025497,1.2794910669326782,-0.3417745530605316,0.1424378752708435,-0.7245667576789856,0.623542308807373,-0.5248497128486633,0.9136059284210205,-0.39948293566703796,-0.6215435266494751,0.12464527785778046,0.1972322314977646,-0.01998213306069374,-0.040676314383745193,-0.09442334622144699,-0.10050240159034729,-0.16025865077972412,0.04996359348297119,0.007293142378330231,0.078786201775074,0.10211298614740372,2.3535380363464355,-0.1503283828496933,0.3158690333366394,-2.0279364585876465,-0.11873073875904083,0.6200535893440247,-0.0008614147081971169,-0.6283098459243774,-3.422800302505493,-6.117578506469727,0.9987616539001465,-1.5533281564712524,0.7610305547714233,0.11002302169799805,1.2370833158493042,-1.085252285003662,3.626655101776123,-0.2341548204421997,1.1974849700927734,-18.767650604248047
1600,0.9238787293434143,-0.3826853632926941,1.0,0.0,-0.04569077491760254,0.12371642142534256,-0.036282144486904144,-0.08291545510292053,-0.06891373544931412,-0.009830072522163391,-0.13519762456417084,0.002887645736336708,-0.043172698467969894,0.3604850471019745,0.03322146087884903,0.05679202824831009,-0.03873823955655098,0.04305225610733032,-0.04740891605615616,-0.02667762152850628,-0.07454273104667664,0.025247592478990555,0.013669845648109913,-0.0032681284938007593,0.30966493487358093,1.0870680809020996,-2.4629945755004883,0.9335129857063293,-0.7985153794288635,2.7659239768981934,-1.2802504301071167,0.35172703862190247,0.2835399806499481,1.4679131507873535,-0.5930197238922119,-0.42828384041786194,0.1410706341266632,-0.08176946640014648,0.016990115866065025,0.013417236506938934,0.10709929466247559,0.18387340009212494,1.1770269870758057,-0.2978382110595703,0.9968954920768738,-0.022421948611736298,0.24760569632053375,0.6285697221755981,-1.5639920234680176,-1.046634554862976,0.4297392964363098,0.19783174991607666,-0.01970699615776539,-0.03767465427517891,-0.06399381905794144,-0.10222992300987244,-0.14575017988681793,0.04996509104967117,-0.009221279062330723,0.025819603353738785,0.1024692952632904,-0.2198420614004135,0.17225898802280426,0.33828049898147583,2.891899585723877,-0.28586533665657043,1.6763969659805298,-0.0012347630690783262,-1.710684895515442,-3.9677488803863525,-6.11248254776001,-2.0036978721618652,2.5853610038757324,-0.7001641988754272,0.12984657287597656,1.4174988269805908,2.4696106910705566,2.6734118461608887,-0.15372610092163086,2.053044319152832,-18.52240562438965
1610,0.8819201588630676,-0.47139883041381836,1.0,0.0,-0.045470237731933594,0.08191049098968506,-0.04313874617218971,-0.02197321131825447,-0.11226630955934525,-0.03249160572886467,-0.18515655398368835,0.04081970825791359,0.01840474084019661,0.3825535178184509,-0.017238294705748558,0.047926872968673706,-0.06095385551452637,0.02920488268136978,-0.008762787096202374,-0.01934029348194599,-0.0669834315776825,0.02201748825609684,0.05299455672502518,-0.1295698881149292,0.320901095867157,1.1399927139282227,-1.5602729320526123,0.6175468564033508,-0.8389803767204285,2.497870445251465,-1.1832563877105713,0.45437246561050415,0.6039565801620483,0.8458126783370972,-0.10045236349105835,-0.5236200094223022,0.05002780258655548,-0.07944807410240173,0.03118068352341652,0.017539367079734802,0.10252141952514648,-0.3640425205230713,1.0584510564804077,-0.19311684370040894,1.662049412727356,-0.6708888411521912,0.2668442130088806,0.19079093635082245,-2.244678258895874,-0.7400426268577576,0.5083224773406982,0.1697545051574707,-0.020550092682242393,-0.03482070192694664,0.013768552802503109,-0.10202551633119583,-0.13987205922603607,0.04672243073582649,-0.012078441679477692,0.024765098467469215,0.11306352913379669,-3.056445837020874,-0.1908186972141266,0.3657263517379761,7.7304205894470215,1.0955413579940796,0.318093478679657,-0.6627407670021057,0.32856684923171997,0.6939581036567688,1.5372366905212402,-5.773994445800781,6.023735046386719,-0.770070493221283,-1.7153987884521484,16.526762008666992,10.21735668182373,1.0020312070846558,-15.951870918273926,-14.999622344970703,3.9026083946228027
1620,0.8314687013626099,-0.5555716753005981,1.0,0.0,-0.045326948165893555,0.16534551978111267,-0.05840874835848808,-0.06278769671916962,-0.07213009893894196,-0.04235262796282768,-0.14105546474456787,0.031990084797143936,0.03441984951496124,0.3032730221748352,0.011380795389413834,0.06392884999513626,-0.008606613613665104,0.03073078766465187,0.004500235430896282,-0.0031284820288419724,-0.02024625800549984,0.045875463634729385,0.043651871383190155,-0.24259907007217407,0.32755929231643677,1.0228760242462158,-0.0763511136174202,0.41518735885620117,-0.4691348969936371,2.4659581184387207,-0.9894757270812988,1.1102468967437744,0.4490453600883484,0.19256071746349335,0.7216843962669373,-0.14466826617717743,0.003438130021095276,-0.04447777941823006,-0.03262487053871155,0.004840363282710314,0.09036444872617722,-0.602794349193573,0.6406100392341614,0.17457550764083862,1.6910905838012695,-0.7884102463722229,0.21384094655513763,0.07995666563510895,-2.1442863941192627,-0.482938289642334,0.8230499029159546,0.13726118206977844,-0.019520772621035576,-0.029281703755259514,0.08602023124694824,-0.08885703980922699,-0.12423062324523926,0.037265483289957047,-0.023039259016513824,0.013588947243988514,0.10826464742422104,-3.3201537132263184,0.34624356031417847,0.602554976940155,6.461763381958008,1.84641432762146,1.7236639261245728,-0.8391913175582886,-0.8092561960220337,-1.4569660425186157,0.4774695634841919,-4.987774848937988,3.91762113571167,-0.6278064250946045,-2.415027618408203,17.654150009155273,5.954560279846191,2.5139968395233154,-8.771539688110352,-5.832688331604004,-0.6402950882911682
1630,0.773009181022644,-0.6343948245048523,1.0,0.0,-0.0456700325012207,0.16013287007808685,-0.08646781742572784,-0.04937027022242546,-0.07020184397697449,-0.0179560836404562,-0.21324560046195984,0.035579878836870193,-0.005781965330243111,0.17223964631557465,0.008462253957986832,0.03449103236198425,0.06226195767521858,0.0120865348726511,0.113576240837574,-0.044922806322574615,0.0523570217192173,0.10616535693407059,-0.0625237226486206,-0.40100130438804626,0.3137546181678772,0.8598238229751587,2.2242133617401123,-0.08227501064538956,0.18964484333992004,1.931516408920288,-0.5951793193817139,1.749358892440796,0.4849938154220581,-0.7092869281768799,1.714737892150879,0.513999342918396,-0.29684576392173767,-0.03211233764886856,-0.012793896719813347,-0.0023034452460706234,0.0975252315402031,-0.7149547338485718,0.4898550808429718,0.4289456605911255,1.5325356721878052,-0.7985380291938782,0.1958438903093338,0.47549694776535034,-1.3716704845428467,-0.6237187385559082,0.5989490151405334,0.1010550931096077,-0.014396140351891518,-0.021349608898162842,0.1438003033399582,-0.0837913528084755,-0.10746008902788162,0.028977755457162857,-0.03074002079665661,-0.00329466350376606,0.10699640959501266,-3.58219575881958,0.5910178422927856,0.7818769216537476,4.683288097381592,6.116722583770752,1.6459976434707642,-0.8425067067146301,-0.83481764793396,-1.7093676328659058,0.13168257474899292,-4.639613151550293,1.7948176860809326,-0.2377312183380127,-2.406266212463379,17.858295440673828,5.157693862915039,3.754885673522949,-5.451607704162598,-4.154360294342041,-0.7304121851921082
1640,0.7071052193641663,-0.7071083784103394,1.0,0.0,-0.04494524002075195,0.15579938888549805,-0.05008527636528015,-0.04272988438606262,-0.04986407235264778,-0.08350443840026855,-0.16060850024223328,0.030104516074061394,0.08449447154998779,0.14722079038619995,0.026018574833869934,-0.015018624253571033,0.0963575541973114,-0.0009745776187628508,0.1519746631383896,-0.02760469727218151,0.04069310426712036,-0.015335178934037685,0.050993405282497406,-0.3750108778476715,0.2963811159133911,0.4563194215297699,3.059868812561035,-0.6165258884429932,0.4505627453327179,1.1356765031814575,-0.46193939447402954,1.2908000946044922,0.8172190189361572,-0.8295943737030029,1.5647954940795898,0.5511369109153748,-0.10595845431089401,-0.17882752418518066,0.008061368018388748,0.017900556325912476,0.0989362820982933,-0.6898404955863953,0.2864322364330292,0.22907257080078125,1.3995083570480347,-0.4654970169067383,0.28407490253448486,0.9180569052696228,-1.3616299629211426,-0.6368333697319031,0.45476800203323364,0.06633783131837845,-0.008825129829347134,-0.015950940549373627,0.18411071598529816,-0.08389774709939957,-0.0914989486336708,0.021634919568896294,-0.034182120114564896,-0.020313911139965057,0.10650187730789185,-3.3743369579315186,0.5895350575447083,0.543341338634491,3.0948426723480225,6.111209392547607,1.4479730129241943,-0.6676145792007446,-0.2794235050678253,-1.5670500993728638,0.22956044971942902,-4.057021141052246,0.22095084190368652,0.08454835414886475,-2.166811943054199,18.199148178100586,5.463914394378662,5.747550010681152,-6.4986572265625,-3.3386502265930176,-1.2958978414535522
1650,0.6343920826911926,-0.7730115056037903,1.0,0.0,-0.04499459266662598,0.17670151591300964,-0.007155596278607845,-0.01860949583351612,-0.008472028188407421,-0.10480815172195435,-0.13214275240898132,0.05559133365750313,-0.003041580319404602,0.08453385531902313,-0.01899859681725502,-0.06530667096376419,0.09724059700965881,-0.024057500064373016,0.18801915645599365,-0.055824894458055496,0.08388146758079529,0.001746416324749589,-0.007187406532466412,-0.27093392610549927,0.3059309422969818,-0.003163692308589816,2.44197678565979,-0.9206945300102234,0.566444993019104,1.170302391052246,-0.03343246504664421,0.10600802302360535,0.13758516311645508,-0.7069766521453857,1.1756070852279663,0.939985990524292,-0.09190991520881653,0.15971830487251282,0.008598675020039082,-0.00883654784411192,0.08473479002714157,-0.6394602060317993,0.21067534387111664,-0.1250762641429901,1.3103916645050049,-0.2980804443359375,0.22264163196086884,1.2474099397659302,-1.097097635269165,-0.7082569003105164,0.2860337495803833,0.035043131560087204,-0.0036392256151884794,-0.014629440382122993,0.21151414513587952,-0.08370861411094666,-0.07618444412946701,0.015471512451767921,-0.0353371687233448,-0.035875316709280014,0.10527602583169937,-2.9649338722229004,0.5637902617454529,0.1448376178741455,1.976817011833191,6.109368801116943,1.506971836090088,-0.5888411402702332,-0.2027851939201355,-1.4428024291992188,0.02571931481361389,-3.0043649673461914,-0.1569913625717163,0.13665688037872314,-1.742121696472168,18.345733642578125,4.115204334259033,6.85659646987915,-6.313199996948242,-3.8683433532714844,-1.3654290437698364
1660,0.5555686950683594,-0.8314706683158875,1.0,0.0,-0.046621084213256836,0.10422012954950333,0.02327616512775421,-0.0605551078915596,0.025707503780722618,-0.10526527464389801,-0.18165655434131622,0.026903577148914337,0.022873762995004654,0.02728325128555298,0.039025940001010895,-0.08743920177221298,0.030557669699192047,-0.05002390593290329,0.10996638238430023,-0.04925418272614479,0.11745236814022064,-0.04970253258943558,-0.06084723770618439,-0.23683884739875793,0.3147696852684021,-0.38634994626045227,0.7715138792991638,-0.9233822226524353,0.1796197146177292,1.0332393646240234,0.3251016139984131,-1.226270318031311,-0.5080105066299438,-0.6098534464836121,-0.12206973135471344,0.543138325214386,-0.17326603829860687,0.465712308883667,0.013750901445746422,0.019910989329218864,0.10069386661052704,-0.5022239089012146,0.14816556870937347,-0.38256287574768066,0.9882760643959045,-0.27013710141181946,0.08272817730903625,1.5386607646942139,-0.9102247357368469,-0.7012814283370972,-0.11285202205181122,0.011030945926904678,0.001642720540985465,-0.0194102730602026,0.21950416266918182,-0.08323425054550171,-0.06245049461722374,0.011331710033118725,-0.03338855132460594,-0.04804224520921707,0.10272795706987381,-2.252563238143921,0.5640259981155396,-0.4496135711669922,0.15617108345031738,6.110675811767578,1.1881000995635986,-0.3130120635032654,0.2726133465766907,-1.0249648094177246,0.1316622793674469,-1.4972362518310547,-0.7626561522483826,0.25836431980133057,-1.3486509323120117,18.43582534790039,1.8340997695922852,8.486258506774902,-4.537823677062988,-4.745838165283203,-0.25788596272468567
